category,tool,official_url,market_role,buyer,core_use_case,pricing_model,status,evidence_date,evidence_confidence
Expense/spend,Expensify,https://www.expensify.com,challenger,SMB finance,Expense reporting and reimbursement,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Expense/spend,Coupa Expenses,https://www.coupa.com/products/expense-management,challenger,Enterprise finance,Expense management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Expense/spend,SAP Concur,https://www.concur.com,leader,Enterprise finance,Travel and expense management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Accounting/ERP,QuickBooks,https://quickbooks.intuit.com,leader,SMB finance,Accounting invoicing and reporting,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Accounting/ERP,Xero,https://www.xero.com,leader,SMB finance,Accounting invoicing and reporting,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Accounting/ERP,NetSuite,https://www.netsuite.com,leader,Mid-market/enterprise finance,Cloud ERP,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Accounting/ERP,Sage Intacct,https://www.sage.com/en-us/products/sage-intacct,leader,Mid-market finance,Cloud accounting and ERP,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Accounting/ERP,Microsoft Dynamics 365 Finance,https://www.microsoft.com/dynamics-365/products/finance,leader,Enterprise finance,Financial ERP,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Accounting/ERP,SAP S/4HANA,https://www.sap.com/products/erp/s4hana.html,leader,Enterprise finance,Enterprise ERP,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Accounting/ERP,Oracle Fusion Cloud ERP,https://www.oracle.com/erp,leader,Enterprise finance,Enterprise ERP,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Accounting/ERP,Odoo,https://www.odoo.com,challenger,SMB/mid-market,Modular ERP,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Accounting/ERP,Acumatica,https://www.acumatica.com,challenger,Mid-market finance,Cloud ERP,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Accounting/ERP,FreshBooks,https://www.freshbooks.com,challenger,SMB finance,Accounting and invoicing,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Project/work management,Jira,https://www.atlassian.com/software/jira,leader,Product/engineering/PMO,Plan track and deliver work,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Project/work management,Asana,https://asana.com,leader,Cross-functional teams,Plan track and deliver work,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Project/work management,monday.com,https://monday.com,leader,Cross-functional teams,Plan track and deliver work,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Project/work management,ClickUp,https://clickup.com,challenger,Cross-functional teams,Plan track and deliver work,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Project/work management,Smartsheet,https://www.smartsheet.com,leader,PMO/operations,Work management and portfolio planning,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Project/work management,Wrike,https://www.wrike.com,challenger,PMO/marketing,Work management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Project/work management,Linear,https://linear.app,challenger,Product/engineering,Issue tracking and product development,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Project/work management,Basecamp,https://basecamp.com,challenger,SMB teams,Project collaboration,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Project/work management,Microsoft Project,https://www.microsoft.com/microsoft-365/project/project-management-software,leader,PMO,Project planning and portfolio management,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Project/work management,Planview,https://www.planview.com,leader,Enterprise PMO,Portfolio and work management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Knowledge management,Confluence,https://www.atlassian.com/software/confluence,leader,Enterprise/product teams,Team knowledge and documentation,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Knowledge management,Notion,https://www.notion.com,leader,Cross-functional teams,Workspace knowledge and collaboration,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Knowledge management,Guru,https://www.getguru.com,challenger,Support/revenue teams,Verified organizational knowledge,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Knowledge management,Slite,https://slite.com,challenger,SMB/mid-market teams,Team knowledge and documentation,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Knowledge management,Coda,https://coda.io,challenger,Operations/product teams,Collaborative documents and workflows,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Knowledge management,Document360,https://document360.com,challenger,Support/product teams,Knowledge base and documentation,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Knowledge management,Nuclino,https://www.nuclino.com,challenger,SMB teams,Team wiki and knowledge management,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Knowledge management,GitBook,https://www.gitbook.com,challenger,Developer/product teams,Product and developer documentation,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Knowledge management,Tettra,https://tettra.com,niche,SMB teams,Internal knowledge base,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Knowledge management,Microsoft SharePoint,https://www.microsoft.com/microsoft-365/sharepoint/collaboration,leader,Enterprise IT/operations,Knowledge and intranet content management,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
File collaboration/ECM,Microsoft SharePoint,https://www.microsoft.com/microsoft-365/sharepoint/collaboration,leader,Enterprise IT/operations,Document management collaboration and governance,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
File collaboration/ECM,Box,https://www.box.com,leader,Enterprise IT/operations,Content cloud and secure collaboration,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
File collaboration/ECM,Dropbox Business,https://www.dropbox.com/business,leader,SMB/enterprise teams,File sharing and collaboration,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
File collaboration/ECM,Google Drive,https://workspace.google.com/products/drive,leader,Every business function,Cloud file collaboration,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
File collaboration/ECM,Egnyte,https://www.egnyte.com,challenger,Regulated/professional services,Content governance and collaboration,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
File collaboration/ECM,OpenText Content Management,https://www.opentext.com/products/content-management,leader,Enterprise IT/operations,Enterprise content management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
File collaboration/ECM,M-Files,https://www.m-files.com,challenger,Knowledge-intensive enterprises,Document management and governance,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
File collaboration/ECM,Alfresco,https://www.alfresco.com,challenger,Enterprise IT,Content management and process services,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
File collaboration/ECM,Hyland,https://www.hyland.com,leader,Enterprise IT/regulated industries,Content services and document management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
File collaboration/ECM,DocuWare,https://start.docuware.com,challenger,Mid-market operations,Document management and workflow,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Team communication,Slack,https://slack.com,leader,Every business function,Team messaging and collaboration,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Team communication,Microsoft Teams,https://www.microsoft.com/microsoft-teams,leader,Enterprise collaboration,Messaging meetings and calling,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Team communication,Zoom,https://www.zoom.com,leader,Every business function,Video meetings and collaboration,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Team communication,Google Meet,https://workspace.google.com/products/meet,leader,Google Workspace users,Video meetings,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Team communication,Cisco Webex,https://www.webex.com,leader,Enterprise collaboration,Meetings messaging and calling,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Team communication,RingCentral,https://www.ringcentral.com,leader,Enterprise communications,UCaaS calling and messaging,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Team communication,Dialpad,https://www.dialpad.com,challenger,Sales/support communications,AI-powered business communications,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Team communication,8x8,https://www.8x8.com,challenger,Enterprise communications,UCaaS and contact center,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Team communication,Loom,https://www.loom.com,challenger,Product/sales/operations,Asynchronous video collaboration,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Team communication,Otter.ai,https://otter.ai,challenger,Knowledge workers,Meeting transcription and notes,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Design/whiteboarding,Figma,https://www.figma.com,leader,Product/design teams,Collaborative interface design,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Design/whiteboarding,Miro,https://miro.com,leader,Cross-functional teams,Collaborative whiteboarding,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Design/whiteboarding,FigJam,https://www.figma.com/figjam,leader,Product/design teams,Collaborative whiteboarding,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Design/whiteboarding,Lucid,https://lucid.co,leader,Cross-functional teams,Diagrams and whiteboarding,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Design/whiteboarding,Canva,https://www.canva.com,leader,Marketing/design teams,Collaborative visual design,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Design/whiteboarding,Adobe Creative Cloud,https://www.adobe.com/creativecloud.html,leader,Creative teams,Creative design suite,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Design/whiteboarding,Sketch,https://www.sketch.com,challenger,Product/design teams,Interface design,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Design/whiteboarding,Balsamiq,https://balsamiq.com,challenger,Product/design teams,Wireframing,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Design/whiteboarding,Whimsical,https://whimsical.com,challenger,Product/design teams,Docs flowcharts and wireframes,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Design/whiteboarding,Mural,https://www.mural.co,challenger,Enterprise collaboration,Collaborative whiteboarding,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Billing/subscriptions,Stripe Billing,https://stripe.com/billing,leader,Finance/product teams,Subscription billing tax and revenue operations,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Billing/subscriptions,Chargebee,https://www.chargebee.com,leader,Finance/product teams,Subscription billing and revenue operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Billing/subscriptions,Zuora,https://www.zuora.com,leader,Enterprise finance,Subscription billing and revenue operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Billing/subscriptions,Recurly,https://recurly.com,challenger,Subscription businesses,Recurring billing,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Billing/subscriptions,Paddle,https://www.paddle.com,challenger,SaaS finance/product,Merchant-of-record billing,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Billing/subscriptions,Maxio,https://www.maxio.com,challenger,B2B SaaS finance,Subscription billing and metrics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Billing/subscriptions,Orb,https://www.withorb.com,challenger,Usage-based SaaS,Usage-based billing,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Billing/subscriptions,Billsby,https://www.billsby.com,niche,SMB SaaS,Subscription billing,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Billing/subscriptions,RevenueCat,https://www.revenuecat.com,leader,Mobile product teams,Subscription infrastructure,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Billing/subscriptions,Salesforce Revenue Cloud,https://www.salesforce.com/revenue-cloud,leader,Enterprise revenue operations,Quote-to-cash and billing,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
IAM/CIAM,Okta,https://www.okta.com,leader,IT/security,Identity access management and SSO,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
IAM/CIAM,Auth0,https://auth0.com,leader,Developers/security,Customer identity and authentication,usage/subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
IAM/CIAM,Microsoft Entra,https://www.microsoft.com/security/business/identity-access/microsoft-entra-id,leader,Enterprise IT/security,Identity access management and SSO,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
IAM/CIAM,Ping Identity,https://www.pingidentity.com,leader,Enterprise IT/security,Identity access management and SSO,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
IAM/CIAM,ForgeRock,https://www.pingidentity.com/en/platform/forgerock.html,leader,Enterprise IT/security,Customer identity and access management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
IAM/CIAM,CyberArk,https://www.cyberark.com,leader,Enterprise security,Privileged access and identity security,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
IAM/CIAM,SailPoint,https://www.sailpoint.com,leader,Enterprise security,Identity governance and administration,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
IAM/CIAM,JumpCloud,https://jumpcloud.com,challenger,SMB/mid-market IT,Directory identity and device management,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
IAM/CIAM,OneLogin,https://www.onelogin.com,challenger,Mid-market IT/security,Identity access management and SSO,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
IAM/CIAM,IBM Security Verify,https://www.ibm.com/products/verify,challenger,Enterprise security,Identity access management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Endpoint/XDR,CrowdStrike Falcon,https://www.crowdstrike.com,leader,Security operations,Endpoint protection detection and response,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Endpoint/XDR,Microsoft Defender for Endpoint,https://www.microsoft.com/security/business/endpoint-security/microsoft-defender-endpoint,leader,Enterprise security,Endpoint protection detection and response,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Endpoint/XDR,SentinelOne,https://www.sentinelone.com,leader,Security operations,Endpoint protection detection and response,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Endpoint/XDR,Palo Alto Cortex XDR,https://www.paloaltonetworks.com/cortex/cortex-xdr,leader,Security operations,Endpoint detection and response,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Endpoint/XDR,Sophos Endpoint,https://www.sophos.com/en-us/products/endpoint-antivirus,challenger,Security operations,Endpoint protection,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Endpoint/XDR,Trend Micro Vision One,https://www.trendmicro.com/en_us/business/products/detection-response/xdr.html,challenger,Security operations,Extended detection and response,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Endpoint/XDR,Check Point Harmony Endpoint,https://www.checkpoint.com/harmony/endpoint,challenger,Security operations,Endpoint protection,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Endpoint/XDR,VMware Carbon Black,https://www.carbonblack.com,challenger,Enterprise security,Endpoint protection,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Endpoint/XDR,Cisco Secure Endpoint,https://www.cisco.com/site/us/en/products/security/endpoint-security/index.html,challenger,Enterprise security,Endpoint protection,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Endpoint/XDR,Huntress,https://www.huntress.com,challenger,SMB security/MSPs,Managed detection and response,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Cloud security/CNAPP,Wiz,https://www.wiz.io,leader,Cloud security,Cloud posture workload and identity security,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Cloud security/CNAPP,Palo Alto Prisma Cloud,https://www.paloaltonetworks.com/prisma/cloud,leader,Cloud security,Cloud-native application protection,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Cloud security/CNAPP,Orca Security,https://orca.security,leader,Cloud security,Agentless cloud security,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Cloud security/CNAPP,CrowdStrike Falcon Cloud Security,https://www.crowdstrike.com/products/cloud-security,leader,Cloud security,Cloud-native application protection,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Cloud security/CNAPP,Microsoft Defender for Cloud,https://azure.microsoft.com/products/defender-for-cloud,leader,Cloud security,Cloud security posture and workload protection,usage/subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Cloud security/CNAPP,Check Point CloudGuard,https://www.checkpoint.com/cloudguard,challenger,Cloud security,Cloud-native security,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Cloud security/CNAPP,Lacework,https://www.lacework.com,challenger,Cloud security,Cloud-native security,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Cloud security/CNAPP,Snyk,https://snyk.io,leader,Developers/security,Developer and cloud security,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Cloud security/CNAPP,SentinelOne Singularity Cloud,https://www.sentinelone.com/platform/cloud-security,challenger,Cloud security,Cloud security,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Cloud security/CNAPP,Tenable Cloud Security,https://www.tenable.com/products/tenable-cloud-security,challenger,Cloud security,Cloud security posture management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data warehouse/lakehouse,Snowflake,https://www.snowflake.com,leader,Data/analytics teams,Cloud data warehouse,usage/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data warehouse/lakehouse,Databricks,https://www.databricks.com,leader,Data/AI teams,Lakehouse and data/AI platform,usage/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data warehouse/lakehouse,Google BigQuery,https://cloud.google.com/bigquery,leader,Data/analytics teams,Cloud data warehouse,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Data warehouse/lakehouse,Amazon Redshift,https://aws.amazon.com/redshift,leader,Data/analytics teams,Cloud data warehouse,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Data warehouse/lakehouse,Microsoft Fabric,https://www.microsoft.com/microsoft-fabric,leader,Data/analytics teams,Analytics and data platform,subscription/usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Data warehouse/lakehouse,ClickHouse Cloud,https://clickhouse.com/cloud,challenger,Data/engineering teams,Analytical database cloud service,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Data warehouse/lakehouse,Teradata,https://www.teradata.com,challenger,Enterprise data teams,Cloud analytics platform,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data warehouse/lakehouse,Oracle Autonomous Data Warehouse,https://www.oracle.com/autonomous-database/autonomous-data-warehouse,challenger,Oracle enterprise customers,Autonomous cloud data warehouse,usage/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data warehouse/lakehouse,SAP Datasphere,https://www.sap.com/products/data-cloud/datasphere.html,challenger,SAP enterprise customers,Data fabric and analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data warehouse/lakehouse,Firebolt,https://www.firebolt.io,challenger,Data/engineering teams,Cloud data warehouse,usage/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data integration/ELT,Fivetran,https://www.fivetran.com,leader,Data engineering,Managed data pipelines,usage/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data integration/ELT,Airbyte,https://airbyte.com,leader,Data engineering,Data integration and connectors,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Data integration/ELT,Matillion,https://www.matillion.com,challenger,Data engineering,Cloud ELT,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data integration/ELT,Informatica,https://www.informatica.com,leader,Enterprise data teams,Data integration and governance,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data integration/ELT,Talend,https://www.talend.com,leader,Enterprise data teams,Data integration and quality,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data integration/ELT,dbt Cloud,https://www.getdbt.com/product/dbt-cloud,leader,Analytics engineering,Data transformation and governance,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data integration/ELT,Hevo,https://hevodata.com,challenger,Data engineering,Managed data pipelines,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data integration/ELT,Estuary,https://estuary.dev,challenger,Data engineering,Real-time data integration,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Data integration/ELT,Meltano,https://meltano.com,challenger,Data engineering,Data integration and ELT,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Data integration/ELT,Rivery,https://rivery.io,challenger,Data engineering,Data integration and orchestration,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Product analytics,Amplitude,https://amplitude.com,leader,Product/growth teams,Product analytics and experimentation,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Product analytics,Mixpanel,https://mixpanel.com,leader,Product/growth teams,Product analytics,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Product analytics,Pendo,https://www.pendo.io,leader,Product teams,Product analytics and in-app guidance,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Product analytics,Heap,https://www.heap.io,challenger,Product/growth teams,Digital insights and product analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Product analytics,FullStory,https://www.fullstory.com,leader,Product/digital teams,Session replay and digital experience analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Product analytics,LogRocket,https://logrocket.com,challenger,Product/engineering teams,Session replay and frontend monitoring,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Product analytics,PostHog,https://posthog.com,challenger,Product/engineering teams,Product analytics and experimentation,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Product analytics,Glassbox,https://www.glassbox.com,challenger,Enterprise digital teams,Digital experience analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Product analytics,Userpilot,https://userpilot.com,challenger,Product teams,Product adoption analytics and guidance,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Product analytics,Contentsquare,https://contentsquare.com,leader,Enterprise digital teams,Digital experience analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer support,Zendesk,https://www.zendesk.com,leader,Support/CX teams,Omnichannel customer service and ticketing,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer support,Intercom,https://www.intercom.com,leader,Support/product teams,Customer messaging and support,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer support,Freshdesk,https://www.freshworks.com/freshdesk,leader,Support teams,Customer service and ticketing,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer support,Zoho Desk,https://www.zoho.com/desk,challenger,SMB support teams,Customer service and ticketing,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer support,HubSpot Service Hub,https://www.hubspot.com/products/service,challenger,SMB/mid-market support,Customer service and knowledge base,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer support,Salesforce Service Cloud,https://www.salesforce.com/service/cloud,leader,Enterprise support,Customer service and contact center,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer support,Genesys Cloud CX,https://www.genesys.com/cloud,leader,Enterprise contact center,Cloud contact center,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer support,LiveChat,https://www.livechat.com,challenger,SMB/mid-market support,Live chat and customer service,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer support,Help Scout,https://www.helpscout.com,challenger,SMB support teams,Customer support and knowledge base,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Customer support,Gorgias,https://www.gorgias.com,challenger,Commerce support teams,Commerce customer service,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
LLM/agent operations,LangSmith,https://www.langchain.com/langsmith,leader,AI engineering,LLM tracing evaluation and observability,usage/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
LLM/agent operations,Langfuse,https://langfuse.com,challenger,AI engineering,LLM tracing evaluation and observability,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
LLM/agent operations,Weights & Biases Weave,https://wandb.ai/site/weave,challenger,AI engineering,AI application tracing and evaluation,usage/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
LLM/agent operations,Arize Phoenix,https://phoenix.arize.com,challenger,AI engineering,LLM observability and evaluation,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
LLM/agent operations,Braintrust,https://www.braintrust.dev,challenger,AI engineering,LLM evaluation and observability,usage/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
LLM/agent operations,Helicone,https://www.helicone.ai,challenger,AI engineering,LLM observability and gateway,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
LLM/agent operations,Humanloop,https://humanloop.com,challenger,AI product teams,LLM evaluation and prompt management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
LLM/agent operations,Galileo,https://www.rungalileo.io,challenger,AI engineering,AI evaluation and observability,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
LLM/agent operations,Literal AI,https://literalai.com,challenger,AI engineering,LLM observability and evaluation,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
LLM/agent operations,Portkey,https://portkey.ai,challenger,AI engineering,AI gateway and observability,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
API management,Apigee,https://cloud.google.com/apigee,leader,Platform engineering,API management and governance,usage/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
API management,Kong,https://konghq.com,leader,Platform engineering,API gateway and management,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
API management,Postman,https://www.postman.com,leader,Developers/platform teams,API development and collaboration,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
API management,MuleSoft,https://www.mulesoft.com,leader,Enterprise IT,API integration and management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
API management,AWS API Gateway,https://aws.amazon.com/api-gateway,leader,Platform engineering,Managed API gateway,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
API management,Azure API Management,https://azure.microsoft.com/products/api-management,leader,Platform engineering,Managed API management,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
API management,Tyk,https://tyk.io,challenger,Platform engineering,API management and gateway,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
API management,Gravitee,https://www.gravitee.io,challenger,Platform engineering,API management and event-native gateway,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
API management,Boomi,https://boomi.com,challenger,Enterprise IT,API management and integration,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
API management,WSO2,https://wso2.com,challenger,Enterprise IT,API management and integration,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Feature flags,LaunchDarkly,https://launchdarkly.com,leader,Product/engineering,Feature management and experimentation,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Feature flags,Statsig,https://www.statsig.com,leader,Product/engineering,Feature flags experimentation and analytics,usage/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Feature flags,Optimizely,https://www.optimizely.com,leader,Product/marketing,Experimentation and digital optimization,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Feature flags,Split,https://www.split.io,challenger,Product/engineering,Feature flags and experimentation,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Feature flags,ConfigCat,https://configcat.com,challenger,Product/engineering,Feature flags,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Feature flags,Unleash,https://www.getunleash.io,challenger,Product/engineering,Feature flags,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Feature flags,Firebase Remote Config,https://firebase.google.com/products/remote-config,leader,Mobile product teams,Remote configuration and experimentation,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
